"Drug name"	"Active ingredient"	"Approval Date"	"Indication"	"Study ID"	"Study type"	"original_duration_years"	"Study classification"	"Neonate"	"Infant"	"Early childhood"	"Late childhood"	"Adolescent"	"Unspecified"	"ATC_category"	"BLA"	"Study report submission due date"	"Submission date"	"Status of current PMR"	"New PMR #2"	"New PMR replacing superseded PMR"	"PREA labeling change type"
"Aemcolo"	NA	2018-11-16	NA	"PMR 3505-2"	"Primary safety clinical trial (e.g., to evaluate the long-term safety of a drug; to evaluate drug toxicity in a subpopulation; may include secondary efficacy endpoints) – excludes SOT Safety outcomes trial (SOT)**"	3.12388774811773	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2021-12-31	NA	"Delayed"	NA	NA	NA
"Akynzeo"	"fosnetupitant and palonosetron"	2018-04-19	"To prevent acute and delayed nausea and vomiting associated with initial and repeat courses of highly emetogenic cancer chemotherapy
Drug Trials Snapshot"	"PMR 3292-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	6.70225872689938	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2024-12-31	NA	"Ongoing"	NA	"3292-5"	"NONE"
"Emgality"	"galcanezumab-gnlm"	2018-09-27	"For the preventive treatment of migraine in adults"	"PMR 3498-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	5.50855578370979	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761063"	2024-03-31	NA	"Ongoing"	NA	NA	"NONE"
"Emgality"	NA	2018-09-27	NA	"PMR 3498-2"	"Primary efficacy clinical trial (i.e, with a primary efficacy endpoint; to further define efficacy; may include secondary safety endpoints)"	5.50855578370979	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"761063"	2024-03-31	NA	"Pending"	NA	NA	NA
"Motegrity"	"prucalopride"	2018-12-14	"To treat chronic idiopathic constipation"	"PMR 3529-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.79466119096509	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2022-09-30	2024-10-01	"Submitted"	NA	NA	"NONE"
"Motegrity"	NA	2018-12-14	NA	"PMR 3529-2"	"Primary safety clinical trial (e.g., to evaluate the long-term safety of a drug; to evaluate drug toxicity in a subpopulation; may include secondary efficacy endpoints) – excludes SOT Safety outcomes trial (SOT)**"	4.79397672826831	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2023-09-30	2024-10-01	"Submitted"	NA	NA	NA
"Xerava"	"eravacycline"	2018-08-27	"To treat complicated intra-abdominal infections in patients 18 years of age and older"	"PMR 3472-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	1.8425735797399	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2020-06-30	NA	"Pending"	"4458-1"	"3472-4"	"NONE"
"Xerava"	NA	2018-08-27	NA	"PMR 3472-2"	"Primary safety clinical trial (e.g., to evaluate the long-term safety of a drug; to evaluate drug toxicity in a subpopulation; may include secondary efficacy endpoints) – excludes SOT Safety outcomes trial (SOT)**"	4.42984257357974	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2023-01-31	NA	"Released"	NA	"3472-4"	NA
"Biktarvy"	"bictegravir, embitcitabine, tenofovir alafenamide"	2018-02-07	"To treat infection in adults who have no antiretroviral treatment history or to replace the current antiretroviral regimen
Drug Trials Snapshot"	"PMR 3322-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.31006160164271	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2021-05-31	2021-04-09	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Biktarvy"	NA	2018-02-07	NA	"PMR 3322-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	4.39151266255989	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2022-06-30	NA	"Delayed"	NA	"3910-1"	"age expansion"
"Biktarvy"	NA	2018-02-07	NA	"PMR 3322-3"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	4.39151266255989	"safety"	"Y"	"N"	"N"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2022-06-30	NA	"Delayed"	NA	NA	NA
"Pifeltro"	"doravirine"	2018-08-30	"To treat HIV-1 infection in adult patients"	"PMR 3415-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.42231348391513	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2022-01-31	2021-07-27	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Pifeltro"	NA	2018-08-30	NA	"PMR 3415-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	5.75222450376454	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-05-31	NA	"Delayed"	NA	NA	NA
"Pifeltro"	NA	2018-08-30	NA	"PMR 3415-3"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	10.4996577686516	"efficacy"	"N"	"Y"	"N"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2029-02-28	NA	"Ongoing"	NA	NA	NA
"Xofluza"	"baloxavir marboxil"	2018-10-24	"To treat acute uncomplicated influenza in patients who have been symptomatic for no more than 48 hours."	"PMR 3503-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.18685831622177	"efficacy"	"Y"	"Y"	"Y"	"Y"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2021-12-31	2023-12-20	"Fulfilled"	NA	NA	"age expansion"
"Xofluza"	NA	2018-10-24	NA	"PMR 3503-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.18685831622177	"safety"	"N"	"Y"	"Y"	"Y"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2021-12-31	2020-01-23	"Fulfilled"	NA	NA	NA
"Xofluza"	NA	2018-10-24	NA	"PMR 3503-3"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.18685831622177	"efficacy"	"Y"	"Y"	"Y"	"N"	"N"	"N"	"Antiinfectives for systemic use"	"N"	2021-12-31	2020-01-23	"Fulfilled"	NA	NA	NA
"Nuzyra"	"omadacycline"	2018-10-02	"To treat community-acquired bacterial pneumonia and acute bacterial skin and skin structure infections"	"PMR 3487-1"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	2.6611909650924	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2021-05-31	NA	"Delayed"	NA	NA	"NONE"
"Nuzyra"	NA	2018-10-02	NA	"PMR 3487-2"	"Primary safety clinical trial (e.g., to evaluate the long-term safety of a drug; to evaluate drug toxicity in a subpopulation; may include secondary efficacy endpoints) – excludes SOT Safety outcomes trial (SOT)**"	5.66187542778919	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-05-31	NA	"Delayed"	NA	NA	NA
"Nuzyra"	NA	2018-10-02	NA	"PMR 3487-3"	"Primary safety clinical trial (e.g., to evaluate the long-term safety of a drug; to evaluate drug toxicity in a subpopulation; may include secondary efficacy endpoints) – excludes SOT Safety outcomes trial (SOT)**"	7.49349760438056	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2026-03-31	NA	"Delayed"	NA	NA	NA
"Aimovig"	"erenumab-aooe"	2018-05-17	"For the preventive treatment for migraine
Press Release
Drug Trials Snapshot"	"PMR 3392-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	7.6249144421629	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761077"	2025-12-31	2022-08-11	"Submitted"	NA	NA	"NONE"
"Aimovig"	NA	2018-05-17	NA	"PMR 3392-3"	"Primary efficacy clinical trial (i.e, with a primary efficacy endpoint; to further define efficacy; may include secondary safety endpoints)"	7.6249144421629	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"761077"	2025-12-31	NA	"Ongoing"	NA	NA	NA
"Aimovig"	NA	2018-05-17	NA	"PMR 3392-4"	"Primary efficacy clinical trial (i.e, with a primary efficacy endpoint; to further define efficacy; may include secondary safety endpoints)"	7.6249144421629	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761077"	2025-12-31	NA	"Ongoing"	NA	NA	NA
"Ajovy"	"fremanezumab-vfrm"	2018-09-14	"For the preventive treatment of migraine in adults"	"PMR 3485-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	4.29568788501027	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761089"	2022-12-31	NA	"Ongoing"	NA	NA	"NONE"
"Ajovy"	NA	2018-09-14	NA	"PMR 3485-3"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	4.29568788501027	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761089"	2022-12-31	NA	"Delayed"	NA	NA	NA
"Ajovy"	NA	2018-09-14	NA	"PMR 3485-4"	"Primary efficacy clinical trial (i.e, with a primary efficacy endpoint; to further define efficacy; may include secondary safety endpoints)"	5.29500342231348	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"761089"	2023-12-31	NA	"Delayed"	NA	NA	NA
"Doptelet"	"avatrombopag"	2018-05-21	"To treat low blood platelet count (thrombocytopenia) in adults with chronic liver disease who are scheduled to undergo a medical or dental procedure"	"PMR 3405-2"	"Drug interaction or bioavailability clinical trial (clinical only)"	1.1937029431896	"PK"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2019-07-31	2019-07-30	"Fulfilled"	NA	NA	"NONE"
"Doptelet"	NA	2018-05-21	NA	"PMR 3405-3"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.94250513347023	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2022-04-30	NA	"Released"	NA	NA	NA
"Doptelet"	NA	2018-05-21	NA	"PMR 3405-4"	"Primary efficacy clinical trial (i.e, with a primary efficacy endpoint; to further define efficacy; may include secondary safety endpoints)"	9.1088295687885	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2027-06-30	NA	"Released"	NA	NA	NA
"Lucemyra"	"lofexidine hydrochloride"	2018-05-16	"For the non-opioid treatment for management of opioid withdrawal symptoms in adults
Press Release
Drug Trials Snapshot"	"PMR 3391-2"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	3.54277891854894	"safety"	"Y"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2021-11-30	NA	"Delayed"	NA	NA	"NONE"
"Lucemyra"	NA	2018-05-16	NA	"PMR 3391-4"	"Combined PK/PD, safety and/or efficacy trial (PREA* PMRs only)"	6.2943189596167	"PK"	"Y"	"N"	"N"	"N"	"N"	"N"	"Nervous system"	"N"	2024-08-31	NA	"Pending"	NA	"3391-17"	NA
"Lucemyra"	NA	2018-05-16	NA	NA	NA	6.2943189596167	"efficacy"	"Y"	"N"	"N"	"N"	"N"	"N"	"Nervous system"	"N"	2024-08-31	NA	"Pending"	NA	"3391-18"	NA
"Skyrizi"	"risankizumab-rzaa"	2019-04-23	"To treat moderate-to-severe plaque psoriasis in adults who are candidates for systemic therapy or phototherapy"	"PMR 3594-1"	NA	6.93771389459274	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761105"	2026-03-31	NA	"Ongoing"	NA	NA	"NONE"
"Zulresso"	"brexanolone"	2019-03-19	"To treat postpartum depression (PPD) in adult women"	"PMR 3535-1"	NA	3.03353867214237	"safety"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2022-03-31	2021-12-20	"Fulfilled"	NA	"3535-5"	"addition of pediatric approval"
"Mayzent"	"siponimod"	2019-03-26	"To treat adults with relapsing forms of multiple sclerosis"	"PMR 3591-2"	NA	7.01437371663244	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2026-03-31	NA	"Pending"	"3591-8"	"3591-7"	"NONE"
"Recarbrio"	"imipenem, cilastatin and relebactam"	2019-07-16	"To treat complicated urinary tract and complicated intra-abdominal infections"	"PMR 3641-1"	NA	2.78986995208761	"PK"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2022-04-30	2021-10-18	"Fulfilled"	NA	NA	"NONE"
"Recarbrio"	NA	2019-07-16	NA	"PMR 3641-2"	NA	5.12799452429843	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-08-31	NA	"Delayed"	NA	"3865-1"	NA
"Rinvoq"	"upadacitinib"	2019-08-16	"To treat adults with moderately to severely active rheumatoid arthritis"	"PMR 3680-1"	NA	1.53867214236824	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2021-02-28	2023-06-28	"Fulfilled"	NA	NA	"addition of pediatric approval"
"Rinvoq"	NA	2019-08-16	NA	"PMR 3680-2"	NA	7.20876112251882	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2026-10-31	NA	"Released"	NA	NA	NA
"Caplyta"	"lumateperone tosylate"	2019-12-20	"To treat schizophrenia"	"PMR 3760-1"	NA	2.36002737850787	"PK"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2022-04-30	2023-01-31	"Fulfilled"	NA	NA	"NONE"
"Caplyta"	NA	2019-12-20	NA	"PMR 3760-2"	NA	8.03011635865845	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2027-12-31	NA	"Released"	NA	NA	NA
"Caplyta"	NA	2019-12-20	NA	"PMR 3760-3"	NA	8.5284052019165	"safety"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"N"	2028-06-30	NA	"Ongoing"	NA	NA	NA
"Ubrelvy"	"ubrogepant"	2019-12-23	"to treat acute treatment of migraine with or without aura in adults"	"PMR 3769-2"	NA	8.02190280629706	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2027-12-31	NA	"Pending"	NA	NA	"NONE"
"Ubrelvy"	NA	2019-12-23	NA	"PMR 3769-3"	NA	8.02190280629706	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2027-12-31	NA	"Pending"	NA	NA	NA
"Xenleta"	"lefamulin"	2019-08-19	"To treat adults with community-acquired bacterial pneumonia"	"PMR 3672-1"	NA	5.36892539356605	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-12-31	NA	"Ongoing"	NA	"3672-8"	"NONE"
"Xenleta"	NA	2019-08-19	NA	"PMR 3672-2"	NA	5.86447638603696	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2025-06-30	NA	"Pending"	NA	"3672-9"	NA
"Xenleta"	NA	2019-08-19	NA	"PMR 3672-3"	NA	5.86447638603696	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2025-06-30	NA	"Pending"	NA	"3672-10"	NA
"Reyvow"	"lasmiditan"	2019-10-11	"For the acute treatment of migraine with or without aura, in adults"	"PMR 3728-1"	NA	4.05475701574264	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2023-10-31	NA	"Pending"	NA	NA	"NONE"
"Reyvow"	NA	2019-10-11	NA	"PMR 3728-2"	NA	4.05475701574264	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2023-10-31	NA	"Delayed"	NA	NA	NA
"Reyvow"	NA	2019-10-11	NA	"PMR 3728-3"	NA	4.05475701574264	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2023-10-31	NA	"Delayed"	NA	NA	NA
"Accrufer"	"ferric maltol"	2019-07-25	"To treat iron deficiency anemia in adults"	"PMR 3667-1"	NA	2.52156057494867	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2022-01-31	NA	"Delayed"	NA	NA	"NONE"
"Accrufer"	NA	2019-07-25	NA	"PMR 3667-2"	NA	0.101300479123888	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2019-08-31	2019-09-06	"Submitted"	NA	NA	NA
"Accrufer"	NA	2019-07-25	NA	"PMR 3667-3"	NA	2.52156057494867	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2022-01-31	NA	"Delayed"	NA	NA	NA
"Accrufer"	NA	2019-07-25	NA	"PMR 3667-4"	NA	1.2703627652293	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Hematologic agents"	"N"	2020-10-31	2021-03-30	"Submitted"	NA	NA	NA
"Accrufer"	NA	2019-07-25	NA	"PMR 3667-5"	NA	1.68377823408624	"PK"	"N"	"N"	"N"	"N"	"N"	"N"	"Hematologic agents"	"N"	2021-03-31	2021-03-30	"Submitted"	NA	NA	NA
"Ibsrela"	"tenapanor"	2019-09-12	"To treat irritable bowel syndrome with constipation in adults."	"PMR 3583-2"	NA	3.46338124572211	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2023-02-28	NA	"Delayed"	NA	NA	"NONE"
"Ibsrela"	NA	2019-09-12	NA	"PMR 3583-3"	NA	3.71526351813826	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"Y"	"Alimentary tract and metabolism"	"N"	2023-05-31	NA	"Delayed"	NA	NA	NA
"Ibsrela"	NA	2019-09-12	NA	"PMR 3583-4"	NA	6.46406570841889	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2026-02-28	NA	"Delayed"	NA	NA	NA
"Ibsrela"	NA	2019-09-12	NA	"PMR 3583-5"	NA	7.71526351813826	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Alimentary tract and metabolism"	"N"	2027-05-31	NA	"Delayed"	NA	NA	NA
"Xcopri"	"cenobamate"	2019-11-21	"To treat partial onset seizures"	"PMR 3712-2"	NA	1.19644079397673	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2021-01-31	2021-01-29	"Fulfilled"	NA	NA	"NONE"
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-3"	NA	2.02600958247776	"PK"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2021-11-30	2021-06-28	"Fulfilled"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-4"	NA	11.1101984941821	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2030-12-31	NA	"Pending"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-5"	NA	11.1101984941821	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2030-12-31	NA	"Pending"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-6"	NA	11.1101984941821	"safety"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2030-12-31	NA	"Pending"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-7"	NA	6.02600958247776	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2025-11-30	NA	"Delayed"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-8"	NA	6.02600958247776	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2025-11-30	NA	"Pending"	NA	NA	NA
"Xcopri"	NA	2019-11-21	NA	"PMR 3712-9"	NA	6.02600958247776	"safety"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2025-11-30	NA	"Pending"	NA	NA	NA
"Rukobia"	"fostemsavir"	2020-07-02	"To treat HIV"	"PMR 3862-1"	NA	4.24640657084189	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2024-09-30	NA	"Delayed"	NA	NA	"NONE"
"Veklury"	"remdesivir"	2020-10-22	"To treat COVID-19"	"PMR 3919-1"	NA	1.02395619438741	"safety"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antiinfectives for systemic use"	"N"	2021-10-31	2023-08-28	"Fulfilled"	NA	NA	"age expansion"
"Gemtesa"	"vibegron"	2020-12-23	"To treat overactive bladder"	"PMR 3991-1"	NA	7.26899383983573	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"N"	2028-03-31	NA	"Ongoing"	NA	NA	"NONE"
"Nexletol"	"bempedoic acid"	2020-02-21	"To treat adults with heterozygous familial hypercholesterolemia or established atherosclerotic cardiovascular disease who require additional lowering of LDL-C"	"PMR 3797-1"	NA	2.5242984257358	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Other"	"N"	2022-08-31	NA	"Delayed"	NA	NA	"NONE"
"Nexletol"	NA	2020-02-21	NA	"PMR 3797-2"	NA	6.5242984257358	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Other"	"N"	2026-08-31	NA	"Pending"	NA	"3797-6"	NA
"Zeposia"	"ozanimod"	2020-03-25	"To treat relapsing forms of multiple sclerosis"	"PMR 3809-2"	NA	14.0150581793292	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2034-03-31	NA	"Pending"	NA	"3809-7"	"NONE"
"Sogroya"	"somapacitan-beco"	2020-08-28	"Growth hormone"	"PMR 3890-1"	NA	4.5886379192334	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Other"	"761156"	2025-03-31	NA	"Ongoing"	NA	NA	"addition of pediatric approval"
"Sogroya"	NA	2020-08-28	NA	"PMR 3890-2"	NA	4.75564681724846	"efficacy"	"N"	"N"	"Y"	"Y"	"N"	"N"	"Other"	"761156"	2025-05-31	NA	"Ongoing"	NA	NA	NA
"Barhemsys"	"amisulpride"	2020-02-26	"To help prevent nausea and vomiting after surgery"	"PMR 3478-2"	NA	4.34223134839151	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2024-06-30	NA	"Pending"	NA	NA	"NONE"
"Barhemsys"	NA	2020-02-26	NA	"PMR 3478-3"	NA	4.34223134839151	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2024-06-30	NA	"Pending"	NA	NA	NA
"Vyepti"	"eptinezumab-jjmr"	2020-02-21	"For the preventive treatment of migraine in adults"	"PMR 3796-2"	NA	5.18822724161533	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761119"	2025-04-30	NA	"Pending"	NA	NA	"NONE"
"Vyepti"	NA	2020-02-21	NA	"PMR 3796-3"	NA	5.18822724161533	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"761119"	2025-04-30	NA	"Pending"	NA	NA	NA
"Vyepti"	NA	2020-02-21	NA	"PMR 3796-4"	NA	5.18822724161533	"efficacy"	"N"	"N"	"N"	"N"	"Y"	"N"	"Nervous system"	"761119"	2025-04-30	NA	"Pending"	NA	NA	NA
"Nurtec ODT"	"rimegepant"	2020-02-27	"To treat migraine"	"PMR 3799-2"	NA	8.17248459958932	"PK"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2028-04-30	NA	"Delayed"	NA	NA	"NONE"
"Nurtec ODT"	NA	2020-02-27	NA	"PMR 3799-3"	NA	8.17248459958932	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2028-04-30	NA	"Pending"	NA	NA	NA
"Nurtec ODT"	NA	2020-02-27	NA	"PMR 3799-4"	NA	8.17248459958932	"safety"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Nervous system"	"N"	2028-04-30	NA	"Pending"	NA	NA	NA
"Byfavo"	"remimazolam"	2020-07-02	"For sedation"	"PMR 3889-1"	NA	4.58316221765914	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2025-01-31	NA	"Ongoing"	NA	NA	"NONE"
"Byfavo"	NA	2020-07-02	NA	"PMR 3889-2"	NA	8.58316221765914	"efficacy"	"Y"	"Y"	"N"	"N"	"N"	"N"	"Nervous system"	"N"	2029-01-31	NA	"Pending"	NA	NA	NA
"Olinvyk"	"oliceridine"	2020-08-07	"To manage acute pain in certain adults"	"PMR 3902-1"	NA	2.89390828199863	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Nervous system"	"N"	2023-06-30	NA	"Delayed"	NA	NA	"NONE"
"Olinvyk"	NA	2020-08-07	NA	"PMR 3902-2"	NA	2.89390828199863	"efficacy"	"N"	"N"	"Y"	"N"	"N"	"N"	"Nervous system"	"N"	2023-06-30	NA	"Delayed"	NA	NA	NA
"Olinvyk"	NA	2020-08-07	NA	"PMR 3902-3"	NA	4.98015058179329	"efficacy"	"Y"	"Y"	"N"	"N"	"N"	"N"	"Nervous system"	"N"	2025-07-31	NA	"Delayed"	NA	NA	NA
"Olinvyk"	NA	2020-08-07	NA	"PMR 3902-4"	NA	7.55920602327173	"efficacy"	"Y"	"Y"	"N"	"N"	"N"	"N"	"Nervous system"	"N"	2028-02-28	NA	"Delayed"	NA	NA	NA
"Rylaze"	"asparaginase erwinia chrysanthemi (recombinant)-rywn"	2021-06-30	"To treat acute lymphoblastic leukemia and lymphoblastic lymphoma in patients who are allergic to E. coli-derived asparaginase products, as a component of a chemotherapy regime"	"PMR 4112-1"	NA	1.50308008213552	"efficacy"	"Y"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"761179"	2022-12-31	2023-08-28	"Fulfilled"	NA	NA	"NONE"
"Saphnelo"	"anifrolumab-fnia"	2021-07-30	"To treat moderate-to severe systemic lupus erythematousus along with standard therapy"	"PMR 4116-1"	NA	5.83436002737851	"efficacy"	"N"	"N"	"Y"	"Y"	"Y"	"N"	"Immunomodulating agents"	"761123"	2027-05-31	NA	"Delayed"	NA	NA	"NONE"
"Scemblix"	"asciminib"	2021-10-29	"To treat Philadelphia chromosome-positive chronic myeloid leukemia with disease that meets certain criteria"	"PMR 4161-2"	NA	5.00479123887748	"efficacy"	"N"	"Y"	"Y"	"Y"	"Y"	"N"	"Antineoplastic agents"	"N"	2026-10-31	NA	"Ongoing"	NA	NA	"NONE"
"Ponvory"	"ponesimod"	2021-03-18	"To treat relapsing forms of multiple sclerosis"	"PMR 4024-1"	NA	7.45516769336071	"efficacy"	"N"	"N"	"N"	"Y"	"Y"	"N"	"Immunomodulating agents"	"N"	2028-08-31	NA	"Pending"	NA	"4024-5"	"NONE"
